278,0,1,0,0
673,0,0,1,0
1091,0,0,0,1
1509,0,0,1,0
2391,0,1,0,0
2763,0,1,0,0
3181,0,1,0,0
3622,0,0,1,0
4086,0,0,0,1
4551,0,0,1,0
4992,0,1,0,0
7198,0,1,1,1
8010,0,0,0,0
9055,0,1,1,1
9938,0,0,1,0
10727,0,0,0,1
11656,0,1,0,0
12538,0,0,1,0
14233,0,0,0,1
14675,0,0,1,0
15162,0,1,0,0
15580,0,0,1,0
16486,0,0,0,1
16927,0,1,0,0
17322,0,1,1,0
17809,0,0,1,1
18738,0,0,0,0
19620,0,0,1,0
21385,23196,0,1,0
23962,0,1,0,0
24891,0,1,1,0
26540,0,0,1,0
28421,0,0,0,1
29280,0,0,1,0
30185,0,1,0,0
31021,0,1,0,1
31973,0,0,1,0
32809,0,0,0,1
33645,0,1,0,0
34574,0,1,1,0
35456,0,0,1,0
36408,0,0,0,1
37221,0,1,0,0
38103,0,1,1,0
38986,0,0,1,1
39427,0,0,1,1
39845,0,0,1,1
40333,0,1,0,0
