371,0,0,0,0
743,0,0,0,0
1230,0,0,0,0
1695,0,0,0,0
2182,0,0,1,0
2623,0,0,1,0
3111,0,0,1,0
3622,0,0,1,0
4202,0,1,0,0
4667,0,1,0,0
5154,0,1,0,0
5619,0,1,0,0
6153,0,0,0,1
6617,0,0,0,1
7082,0,0,0,1
7592,0,0,0,1
8126,0,0,1,0
8591,0,0,1,0
9102,0,0,1,0
9589,0,0,1,0
10054,0,0,1,0
10611,0,0,1,0
11122,0,0,1,0
11633,0,0,1,0
12120,0,1,0,1
12585,0,1,0,1
13142,0,1,0,1
13630,0,1,0,1
14094,0,1,0,1
14605,0,1,0,1
15116,0,1,0,1
15580,0,1,0,1
16184,0,0,1,0
16393,0,0,1,0
16718,0,0,1,0
17113,0,0,1,0
17693,0,0,1,0
18111,0,0,1,0
18575,0,0,1,0
19133,0,0,1,0
19644,0,0,1,0
20131,0,0,1,0
20387,0,0,1,0
20642,0,0,1,0
21083,0,0,1,0
21594,0,1,0,1
22082,0,1,0,1
22569,0,1,0,1
23010,0,1,0,1
23521,0,1,0,1
24102,24775,1,0,1
25170,25843,1,0,1
26215,26772,1,0,1
27167,27724,1,0,1
28165,0,0,1,0
28583,0,0,1,0
29141,29744,0,1,0
30185,0,0,1,0
30673,0,0,1,0
31114,0,0,1,0
31602,0,0,1,0
32136,0,1,0,1
32624,0,1,0,1
33158,0,0,1,0
33622,0,0,1,0
34133,0,0,1,1
34597,0,0,1,1
35131,0,1,0,1
35596,0,1,0,1
36083,0,1,1,0
36524,0,1,1,0
37012,0,1,0,1
37546,0,1,0,1
38127,0,0,1,1
38591,0,0,1,1
39102,0,1,0,1
39613,0,0,1,0
40147,0,0,1,1
40634,0,1,1,0
41099,0,0,1,1
41586,0,1,1,0
42144,0,0,1,0
42608,0,0,1,0
43096,0,0,0,0
43560,0,0,0,0
44117,0,1,0,1
44559,0,1,0,1
45162,0,0,1,0
45603,0,0,1,0
46068,0,0,1,0
46579,0,0,1,0
47090,0,0,0,1
47577,0,1,0,0
